domain,scraped_at,id,name,image,status,urgency,special_case,class,since,gender,age,birthday,race,sice,weight,chip,situation,location,health,description
protectora-apadac.org,2018-04-15 22:41:36.189362,2045,SE BUSCA!!!!!!,http://protectora-apadac.org/imas/animales/_2045/a_20451412526780.jpg,perdido,NO,NO,Perro,5-10-2014,Macho,13 años y 7 meses,9/2004,MESTIZO,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),BUENA,"Tiene 10 años es de tamaño medio mestizo, es de color marrón claro y blanco y llevaba como collar un hilo verde ya que el suyo se había roto. Se escapo entre la zona de Orihuela y la carretera de Beniel."
protectorayecla.com,2018-04-15 22:41:36.237011,151,Osito,http://protectorayecla.com/imas/animales/_151/a_1511308503697.jpg,perdido,SI,NO,Perro,19-6-2011,Hembra,7 años y 6 meses,9/2010,mestizo,Pequeño,5 kg,no,NA,yecla (Murcia),En perfecto estado de salud,"Osito es un cachorro de 9 meses de color canela y pelo semi-largo, es muy juguetón y muy cariñoso. Osito siempre ha disfrutado del cariño de su dueño, es un perro acostumbrado a estar con su dueño y del cual ha recibido mucho cariño hasta ahora, por desgracia su dueño no puede seguir haciéndose cargo de él y esta muy preocupado por que quieren encontrarle a Osito un nuevo hogar dónde le den el mismo cariño y amor que ha recibido hasta ahora."
laperritavaliente.org,2018-04-15 22:41:38.915850,1022,Pampa,http://laperritavaliente.org/imas/animales/_1022/a_10221516631400.jpg,En adopción,NO,NO,Perro,22-1-2018,Hembra,2 años y 6 meses,9/2015,Mestiza,Mediano,NA,NA,En perrera,Valencia (Valencia),Salud,"Esta perrita tan guapa y grandullona es Pampa. Ha ido a parar a la perrera tras haber sido abandonada. Necesita una buena familia, de las que quieren y protegen para siempre. Es jovencita, quiza un poco timida pero muy graciosa en cuanto coge confianza. Si quieres darle la oportunidad de su vida, no lo dudes, llámanos."
protectora-apadac.org,2018-04-15 22:41:39.169277,2047,TIM,http://protectora-apadac.org/imas/animales/_2047/a_20471413141539.jpg,encontrado,NO,NO,Perro,12-10-2014,Macho,6 años,3/2012,MESTIZO,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),BUENA,"Tim se perdió el día 11 de octubre de 2014, en el municipio de Granja de Rocarmora, tiene muchisimo miedo de los petardos y salió corriendo, su familia está muy preocupada, tiene chip y es albino. por favor si lo ves contacta con nosotros URGENTE."
barcelonagatigos.org,2018-04-15 22:41:39.195807,40,SIMONA,http://barcelonagatigos.org/imas/animales/_40/a_401300351268.jpg,no en adopcón,NO,NO,Gato,17-3-2011,Hembra,18 años y 2 meses,2/2000,NA,Mediano,5kg,NA,NA,NA,Essterilizada.,Simona tuvo que mudarse a de casa con otra gata con la que no se lleva bien y le pega por lo que la persona que la tiene quiere darla en adopción.
adoptamics.org,2018-04-15 22:41:39.571512,1722,NA,http://adoptamics.org/imas/animales/_1722/a_17221413842452.jpg,perdido,NO,NO,Perro,20-10-2014,Hembra,7 años y 5 meses,10/2010,Mestizo,Pequeño,NA,NA,NA,Montesol,NA,Este perrito se ha perdido en Montesol. Lleva un collar antiparasitario y otro collar azul.
nuevavida-adopciones.org,2018-04-15 22:41:39.756700,6179,Jara,https://nuevavida-adopciones.org/imas/animales/_6179/a_61791521624104.jpg,en adopción,NO,NO,Perro,21-3-2018,Hembra,2 años y 4 meses,11/2015,Cruce de Bretón,Mediano,16kg,NA,NA,NA,"Buena. Vacunada, desparasitada y castrada.",Jara es un deshecho de la caza. Se la encontraron en la calle. El casero de la persona que la tiene acogida dice que la perra tiene que fuera … Necesita adopción urgente.
protectoraoriolana.org,2018-04-15 22:41:41.048338,2349,LEO,http://protectoraoriolana.org/imas/animales/_2349/a_23491512037766.jpg,en adopción,NO,NO,Perro,1-7-2017,Macho,3 años y 5 meses,11/2014,Mestizo,Mediano,NA,NA,NA,Orihuela (Alicante),"Se entregará vacunado, castrado y desparasitado.","Leo fue dejado por la misma familia que devolvió a Lili, se lo habían encontrado hacía unos meses."
asokaelgrande.org,2018-04-15 22:41:41.863625,7053,Chacho,http://asokaelgrande.org/imas/animales/_7053/a_70531497709293.jpg,en adopción,NO,NO,perros,9-11-2015,Macho,3 años y 11 meses,5/2014,Mestizo,Grande,30 KG,NA,NA,Alicante (Alicante),"Desparasitado, vacunado","Chacho es un perro muy bueno y muy dócil. A pesar de su aparente tamaño, pasea con correa que es una maravilla y es muy obediente. Es un perro muy tranquilo y al que le gusta mucho que le den cariñitos."
protectora-apadac.org,2018-04-15 22:41:42.040728,2079,GITANA,http://protectora-apadac.org/imas/animales/_2079/a_20791414495725.jpg,perdido,NO,NO,Perro,28-10-2014,Hembra,4 años y 6 meses,9/2013,MESTIZA,Mediano,NA,NA,NA,Callosa de Segura (Alicante),BUENA,"Ayúdanos, SE HA PERDIDO!!"
vydanimal.org,2018-04-15 22:41:42.158404,537,LUNA,http://vydanimal.org/imas/animales/_537/a_5371502705272.jpg,En adopción,SI,NO,Gato,14-8-2017,Hembra,11 meses y,5/2017,Común europeo,Pequeño,NA,Si,Casa de acogida,Arganda del Rey (Madrid),"Desparasitada, Vacunada, test inmunodeficiencia y leucemia negativo, con chip. Se entregará con compromiso de esterilización.","Estas gatitas han sido recogidas de la calle. Se llaman Samba, la atigrada y Luna la negrita. Nacieron a mediados de mayo.Son cariñosas y juguetonas. Necesitan un hogar donde se sientan queridas y protegidas."
protectoradeibi.com,2018-04-15 22:41:42.195618,1075,Robada en Traiguera,http://protectoradeibi.com/imas/animales/_1075/a_10751348134546.jpg,perdido,NO,NO,Perro,9-9-2012,Hembra,11 años y 6 meses,9/2006,bretón,Mediano,NA,NA,NA,Traiguera (Castellón),Buena.,"Esta perrita está desaparecida en Traiguera (Castellon), creen que ha podido ser robada, su dueña la está buscando desesperadamente desde el 09/09/12. Es una bretona de 6 años, con chip."
adoptamics.org,2018-04-15 22:41:42.228758,1728,Jimmy,http://adoptamics.org/imas/animales/_1728/a_17281414058396.jpg,recuperado,NO,NO,Perro,23-10-2014,Macho,3 años y 5 meses,10/2014,Cruce de galgo,Mediano,NA,NA,NA,Novelda (Alicante),NA,"Jimmy ha desaparecido en Novelda, por la zona de la estación. Rogamos colaboración para encontrarlo, debe estar muy asustado."
protectorayecla.com,2018-04-15 22:41:43.616518,112,Luna,http://protectorayecla.com/imas/animales/_112/a_1121299599675.jpg,encontrado,NO,NO,Perro,8-3-2011,Hembra,9 años y 1 mes,3/2009,Mestiza,Pequeño,NA,NA,Casa de acogida,Yecla (Murcia),En perfecto estado de salud.,"Esta es Luna, esta perrita apareció ayer rondando por la Calle San Pascual, en Yecla, una chica la encontró, la llevó al veterinario y no tiene chip, se encuentra en una casa de acogida, si alguien la reconoce o quiere adoptarla puede ponerse en contacto con la protectora."
adoptamics.org,2018-04-15 22:41:44.824744,1732,Gin,http://adoptamics.org/imas/animales/_1732/a_17321414846257.jpg,recuperado,NO,NO,Gato,29-10-2014,Macho,6 años y 5 meses,11/2011,Siamés,Grande,NA,NA,NA,Monforte (Alicante),NA,"Este gatito se perdió el día 24 de Octubre en Monforte, por la zona de la gasolinera BP (junto a la autovía, hotel Semiramis, Novelpuertas). Es un gato siamés grande, de tres años. Responde al nombre de Gin, pero es arisco con los desconocidos."
asokaelgrande.org,2018-04-15 22:41:45.343076,7345,Sultán2,http://asokaelgrande.org/imas/animales/_7345/a_73451518731183.jpg,en adopción,NO,NO,perros,10-4-2016,Macho,3 años y 1 mes,3/2015,Mix Pastor Alemán,Grande,24'7 kg,NA,NA,Alicante (Alicante),"Desparasitado, vacunado, castrado","Sultán se ha criado con personas sin hogar, ha sido muy querido y cuidado pero nos lo han cedido para que le busquemos un futuro mejor. Es un perro muy bueno cariñoso,activo y sociable con otros perros. Le encanta jugar con sus compis de jaula, se ha adaptado muy bien al albergue."
protectoraoriolana.org,2018-04-15 22:41:45.378045,2413,MAX,http://protectoraoriolana.org/imas/animales/_2413/a_24131506680913.jpg,en adopción,NO,NO,Perro,19-7-2017,Macho,1 año y 8 meses,7/2016,Mestizo de Bretón,Mediano,NA,NA,NA,Orihuela (Alicante),"Se entregará vacunado, castrado y desparasitado",Max es un perro activo y un poco nervioso y desconfiado. Se lleva bien con hembras y machos.
barcelonagatigos.org,2018-04-15 22:41:45.914309,827,Pingu y Pongo,http://barcelonagatigos.org/imas/animales/_827/a_8271503073914.jpg,en adopción,NO,NO,Perro,18-8-2017,Macho,5 años y 7 meses,8/2012,NA,Mediano,25 KG,NA,NA,Sitges,NA,"Somos dos hermanos, los típicos perros que nunca van a salir de la protectora -negro, uno de los dos con rabo corto (Pingu), un poco tímidos- hay mil como nosotros buscando una casa. No tenemos nada especial que nos distinga de los demás."
laperritavaliente.org,2018-04-15 22:41:45.957714,129,Devi,http://laperritavaliente.org/imas/animales/_129/a_1291487861351.jpg,En adopción,NO,NO,Perro,15-4-2015,Hembra,8 años y 2 meses,1/2010,X Husky y Pastor Alemán,Grande,NA,NA,Acogido,(Valencia),Salud,Devi es una perreta sociable y cariñosa con personas y demás animales.
protectorayecla.com,2018-04-15 22:41:46.453693,116,PERDIDO,http://protectorayecla.com/imas/animales/_116/a_1161300649830.jpg,encontrado,SI,NO,Perro,20-3-2011,Macho,9 años,3/2009,cruce de braco,Mediano,NA,NA,en la calle,Yecla (Murcia),NA,"El perro que aparece a la izquierda en la foto, el que está tumbado en el suelo, lleva unos días perdido por Yecla. Si alguien sabe dónde está o lo ha visto recientemente, por favor que se ponga en contacto con nosotros inmediatamente."
protectora-apadac.org,2018-04-15 22:41:46.469361,2089,WHITE,http://protectora-apadac.org/imas/animales/_2089/a_20891415564944.jpg,recuperado,NO,NO,Perro,9-11-2014,Macho,4 años y 7 meses,8/2013,MESTIZO,Pequeño,NA,NA,NA,Callosa de Segura (Alicante),BUENA,"Este precioso albino, estaba solito por la calle, tiene el pelo bien cuidado y no parece abandonado, no lleva chip pero no descartamos que tenga dueño, si nadie lo reclama lo daremos en adopción. Es de tamaño pequeño y de buen caracter."
adamprotectora.org,2018-04-15 22:41:47.856488,1021,KIRA,http://adamprotectora.org/imas/animales/_1021/a_10211470323565.jpg,perdido,NO,NO,Perro,4-8-2016,Hembra,NA,NA,NA,Mediano,NA,NA,NA,Teià (Barcelona),NA,"Kira se perdió el viernes pasado dia 29 de julio, por la zona de Sant Berger, Teià."
nuevavida-adopciones.org,2018-04-15 22:41:47.876350,581,Dana,https://nuevavida-adopciones.org/imas/animales/_581/dana.jpg,perdido,SI,NO,Perro,13-10-2008,Hembra,NA,NA,Setter Inglés Leveling,Mediano,NA,NA,NA,Valladolid,NA,"Esta es DANA, se perdió el día 27 de agosto en la"
arda.es,2018-04-15 22:41:48.039858,102,MELENDI,http://arda.es/imas/animales/_102/a_1021517172436.jpg,en adopción,SI,NO,Perro,25-1-2018,Macho,5 meses,10/2018,Mestizo,Mediano,NA,SI,Refugio,El Vendrell (Tarragona),NA,"Cachorro de 3 meses super cariñoso y sociable, fruto de una camada no deseada."
barcelonagatigos.org,2018-04-15 22:41:48.925625,593,Connor,http://barcelonagatigos.org/imas/animales/_593/a_5931505668325.jpg,en adopción,NO,NO,Gato,2-12-2015,Macho,11 años y 3 meses,12/2006,"Europeo, atigrado",Pequeño,NA,NA,NA,Barcelona (Barcelona),"Esterilizado Desparasitado Vacunado Chipado Tiene una pupila desviada, pero no le causa ningún problema, es puramente estético. Se le han tenido que extraer algunas piezas dentales por infección de boca, pero come pienso normalmente.","Connor es todo un superviviente. Era un gato feral, de esos que cuando ven la gente de lejos, se alejan, que sólo confían en los cuidadores de la colonia y aún así, guardando las distancias."
protectoraoriolana.org,2018-04-15 22:41:49.438569,2404,BUBALOO,http://protectoraoriolana.org/imas/animales/_2404/a_24041511452185.jpg,en adopción,NO,NO,Perro,20-7-2017,Macho,1 año y 1 mes,2/2017,Mestizo,Grande,NA,NA,NA,Orihuela (Alicante),"Se entregará vacunado, castrado y desparasitado",Bubaloo es un cachorrón muy juguetón y cariñoso. Fue abandonado por su propietario porque se iba a trabajar fuera.
animalrescueemporda.org,2018-04-15 22:41:50.609404,3,LANA,http://animalrescueemporda.org/imas/animales/_3/a_31487681548.jpg,perdido,SI,NO,Perro,21-2-2017,Hembra,NA,NA,cruce dálmata,Mediano,NA,SI,NA,caldes de malavella (girona),Salud,"Perrita perdida, puede estar en alguna casa con jardín, sus personas la buscan, podríamos ayudarles difundiendo e incluso mirando por las casas... puede estar en cualquier población. No cuesta nada y ayudas mucho! &#128521;"
asokaelgrande.org,2018-04-15 22:41:50.942669,8094,Poncho,http://asokaelgrande.org/imas/animales/_8094/a_80941492201779.jpg,recuperado,NO,NO,perros,13-4-2017,Macho,11 meses y 28 días,4/2017,Yorkshire,Pequeño,NA,NA,NA,Alicante (Alicante),"Desparasitado, vacunado.",NA
protectoradeibi.com,2018-04-15 22:41:51.134170,2018,Fly,http://protectoradeibi.com/imas/animales/_2018/a_20181457537394.jpg,en adopción,NO,NO,Perro,3-3-2016,Hembra,5 años y 1 mes,3/2013,NA,Grande,NA,NA,NA,Cocentaina (Alicante),"Aparentemente buena. Se da en adopción: desparasitada, vacunada y esterilizada.",Esta es Fly.
nuevavida-adopciones.org,2018-04-15 22:41:52.165481,628,Cruce de Labrador,https://nuevavida-adopciones.org/imas/animales/_628/golden.jpg,perdido,SI,NO,Perro,26-10-2008,Hembra,NA,NA,Cruce de Labrador,Mediano,NA,NA,NA,Sevilla,NA,"Por favor, esta perra se ha perdido en Sevilla , su dueña la esta buscando es cruce de labrador canela con algunas manchas en el pecho patas y hocico blancas es muy cariñosa y alegre ahora tiene 6 meses.. estoy desesperada por favor ayudenme!"
adamprotectora.org,2018-04-15 22:41:52.179138,1024,Vilma,http://adamprotectora.org/imas/animales/_1024/a_10241471019344.jpg,perdido,NO,NO,Perro,12-8-2016,Hembra,NA,NA,Chiguagua,Pequeño,NA,NA,NA,Lloret de mar (Barcelona),NA,ROBADA EN LLORET DE MAR
protectorayecla.com,2018-04-15 22:41:52.307116,82,RUFOR,NA,perdido,SI,NO,Perro,27-1-2011,Macho,9 años y 5 meses,11/2008,labrador retriever,Grande,NA,NA,NA,Yecla (Murcia),NA,"Macho labrador retriever, color negro, se extravió el viernes día 21 por el paraje de la Decarada."
adoptamics.org,2018-04-15 22:41:52.961926,1682,Félix,http://adoptamics.org/imas/animales/_1682/a_16821410606696.jpg,recuperado,NO,NO,Gato,13-9-2014,Macho,3 años y 7 meses,9/2014,NA,Mediano,NA,NA,NA,Aspe (Alicante),NA,"Ha desaparecido Félix, el gatito de Nexo Menescal Aspe."
protectoraoriolana.org,2018-04-15 22:41:53.554830,2444,BONANZA,http://protectoraoriolana.org/imas/animales/_2444/a_24441510330830.jpg,en adopción,NO,NO,Perro,11-9-2017,Hembra,2 años y 7 meses,9/2015,Mestiza de American Staffordshire Terrier,Mediano,NA,NA,NA,Orihuela - Raiguero De Bonanza (Alicante),Vacunado y desparasitado,"Perrita muy buena, cariñosa y lleva bien con machos, con hembras no probada, juguetona y muy energética!"
laperritavaliente.org,2018-04-15 22:41:54.061325,882,Naira,http://laperritavaliente.org/imas/animales/_882/a_8821434437850.jpg,En adopción,NO,NO,Perro,21-4-2015,Hembra,4 años y 5 meses,10/2013,Mestiza,Pequeño,5 kg,NA,Acogido,(Valencia),Salud,"Buscamos un hogar para la pequeña Naira, una pequeñuela alegre y activa."
fundaciosilvestre.org,2018-04-15 22:41:54.180895,357,Nana,http://fundaciosilvestre.org/imas/animales/_357/a_3571441099740.jpg,perdido,NO,NO,Gato,1-9-2015,Hembra,7 años y 7 meses,9/2010,europea,Mediano,NA,NA,NA,Badalona (Barcelona),NA,En Enero de este año se nos perdió una gatita tricolor de 5 años entre Badalona y Santa Coloma.
adamprotectora.org,2018-04-15 22:41:54.312892,1025,Weets,http://adamprotectora.org/imas/animales/_1025/a_10251471019525.jpg,recuperado,NO,NO,Gato,12-8-2016,Macho,3 años y 2 meses,2/2015,NA,Mediano,NA,Si,NA,Hospitalet de LLobregat (Barcelona),NA,PERDIDO EN HOSPITALET DE LLOBREGAT
barcelonagatigos.org,2018-04-15 22:41:54.348900,386,Cesc,http://barcelonagatigos.org/imas/animales/_386/a_3861502916848.jpg,en adopción,NO,NO,Gato,1-4-2014,Macho,4 años y 5 meses,10/2013,Europea,Mediano,NA,NA,NA,Barcelona (Barcelona),"Negativo Felv, FiV Esterilizado, vacunado, desparasitado","Cesc es un gato timidísimo, muy asustadizo, pero es un animal con buen fondo. Necesita un entorno tranquilo, con alguien que tenga experiencia en gatos y mucha paciencia, alguien que sepa entender que al principio le costará adaptarse a su nuevo hogar. Tiene curiosidad y es muy juguetón, pero el miedo le supera. Sólo tiene confianza con algunos voluntarios, y con ellos se deja tocar si se acercan con cuidado. Para jugar sí que se acerca a todo el mundo. Fue adoptado cuando era más pequeño y luego lo devolvieron al refugio. Los que le conocieron antes dicen que era un gato mucho más confiado antes de pasar por ese mal trago. Nos gustaría mucho que encontrara un hogar adecuado donde pueda volver a confiar en las personas."
asokaelgrande.org,2018-04-15 22:41:54.840881,8155,Lorenzo,http://asokaelgrande.org/imas/animales/_8155/a_81551494883158.jpg,recuperado,NO,NO,perros,11-5-2017,Hembra,15 años y 11 meses,5/2002,Yorkshire,Mediano,"3,2 KG",NA,NA,Alicante (Alicante),"Desparasitado, vacunado.",NA
nuevavida-adopciones.org,2018-04-15 22:41:55.185375,773,Gilda,https://nuevavida-adopciones.org/imas/animales/_773/gilda.jpg,perdido,NO,NO,Perro,3-12-2008,Hembra,NA,NA,NA,Pequeño,NA,NA,NA,Madrid,NA,"De la puerta del AhorraMas, en Aluche (Madrid), el 7/Nov. Tiene 10 años, de pelo largo y negro, pecho blanco. Si la ves, por favor llama a"
barcelonagatigos.org,2018-04-15 22:41:55.384958,813,Pelusa,http://barcelonagatigos.org/imas/animales/_813/a_8131505671180.jpg,en adopción,NO,NO,Gato,1-8-2017,Hembra,7 años y 8 meses,8/2010,europea,Pequeño,NA,NA,NA,Barcelona,"Esterilizada, vacunada, desparasitada. Tiene Herpesvirus crónico.","Soy una panterita alegre, divertida, mimosona y bastante independiente. Me gusta que me acaricien y soy cariñosa, pero también me encantan los momentos de soledad. Vivía en una colonia, pero como ya tengo algún achaque, he decidido jubilarme en una casa, para estar más calentita y tener siempre comida disponible. Y es que yo me vuelvo loca con las latas y no dejo que ningún otro gato me las robe. Por algo me he pasado media vida en la calle... ya soy muy sabia, y con la comida no se juega. Por cierto, verme comer con mi patita-cuchara es un espectaculo :)"
protectoradeibi.com,2018-04-15 22:41:55.575880,2163,Troy,http://protectoradeibi.com/imas/animales/_2163/a_21631496782891.jpg,en adopción,NO,NO,Perro,6-3-2017,Macho,4 años y 10 meses,6/2013,Labrador,Grande,NA,NA,NA,NA,"Positivo a leishmania. Desparasitado, vacunado y castrado.","Este es Troy, fue incautado junto a labradores por maltrato, los tenían a la mayoría atados, y en unas condiciones lamentables."
fundaciosilvestre.org,2018-04-15 22:41:56.669933,359,Cammy,http://fundaciosilvestre.org/imas/animales/_359/a_3591441359314.jpg,perdido,SI,NO,Gato,4-9-2015,Hembra,5 años y 8 meses,8/2012,Cruce Siamés,Mediano,NA,NA,NA,Barcelona (Barcelona),NA,"Perduda a LES CORTS (BARCELONA). Entre L'Illa Diagonal i Travessera de les Corts. La Cammy va saltar del balcó la matinada del 26 d'agost. Té dos anys, es barreja de Siamés i està esterilitzada."
